This Sheet>,https://tinyurl.com/PDXMaskLibrary,,,,,,,,,,,,,,,,,,,,,,,"Weight in grams. Bold denotes with filter - typically for bespoke masks. 
non-bold is without filter, usually because many options exist",,"masks labeled RR 
are available in 
6800,Jingwei,One Size,Medium,Half,3.5,3.5,5,5,1.428571429,3.5,3.5,4.75,4.75,1.9,2.1,Y,Y,N,Many,Unknown,https://www.ebay.com/itm/264828846820?var=564655535736,Unknown,17,75,3M style bayonet adapter,RR,
610,KAMZSZMF ,Medium,Med/High,Half,3,3,4.75,4.75,1.461538462,3.25,3.25,5,5,1.9,2,Y,Y,N,Many,"""silicone mixture"" [unknown]",https://www.amazon.com/dp/B0BXWFRJD9,Unknown,14,92,,RR,
7000,Moldex,Small,Med/High,Half,3.1,3.1,5,5,1.818181818,2.75,2.75,4.5,4.5,1.7,1.9,Y,Y,N,Many,TPE - PVC free,https://www.moldex.com/product/7000-series-half-mask-respirator/,Unknown,30,95,,RR,Y
7000,Moldex,Medium,Med/High,Half,3.25,3.25,5.25,5.25,1.75,3,3,5,5,1.8,1.9,Y,Y,N,Many,TPE - PVC free,https://www.moldex.com/product/7000-series-half-mask-respirator/,Unknown,20,96,,RR,Y
7000,Moldex,Large,Med/High,Half,3.25,3.25,5.25,5.25,1.5,3.5,3.5,5.25,5.25,1.8,2,Y,Y,N,Many,TPE - PVC free,https://www.moldex.com/product/7000-series-half-mask-respirator/,Unknown,30,99,,AA,
8001,Moldex,Small,Med/Low,Half,3.5,3.5,5,5,1.818181818,2.75,2.75,4.5,4.5,1.9,2.6,Y,Y,N,Many,,,Unknown,50,90,,RR,Y
8002,Moldex,Medium,Medium,Half,3.75,3.75,5,5,1.538461538,3.25,3.25,5,5,1.9,2.6,Y,Y,N,Many,,,Unknown,40,92,,RR,Y
Advantage 290,MSA,Small,Med/High,Half,3.25,3.25,5,5,1.818181818,2.75,2.75,4.75,4.75,1.7,1.8,Y,N,N,P95,TPR,https://www.amazon.com/MSA-815696-Advantage-Half-Mask-Respirator/dp/B013HM71SQ?th=1,Unknown,25,82,No exhale valve/has source control,RR,
Advantage 290,MSA,Medium,Med/High,Half,3.5,3.5,5.25,5.25,1.75,3,3,5,5,1.7,1.8,Y,N,N,P95,TPR,https://www.amazon.com/MSA-815696-Advantage-Half-Mask-Respirator/dp/B013HM71SQ?th=1,Unknown,25,85,No exhale valve/has source control,RR,
Advantage 290,MSA,Large,Med/High,Half,4,4,5.75,5.75,1.769230769,3.25,3.25,5.25,5.25,2,2.2,Y,N,N,P95,TPR,https://www.amazon.com/MSA-815696-Advantage-Half-Mask-Respirator/dp/B013HM71SQ?th=1,Unknown,25,92,No exhale valve/has source control,RR,
Curve,O2,High,Med/High,1/4,2.75,2.75,3.75,3.75,1.363636364,2.75,2.75,3.75,3.75,1.5,1.6,N,N,N,PM2.5,,,Unknown,40,73,headstrap/earloop mix,RR,
Curve,O2,Low,Med/Low,1/4,2.5,2.5,3.75,3.75,1.363636364,2.75,2.75,3.75,3.75,1.5,1.6,N,N,N,PM2.5,,,Unknown,,,,RR,
Omnimask,Omnimask,One Size,Med/High,Half,4.5,4.5,5.5,5.5,1.833333333,3,3,5,5,1.7,2.4,N,N,N,E100,,,Unknown,100,,"adapters for 3M available, Honeywell adapters from Honeywell",AA,Y
Xcel,Scott,Small,Medium,Half,3,3,4.25,4.25,1.416666667,3,3,4,4,1.9,2.2,Y,Y,N,Many,TPE,https://5dsupply.com/products/scott-xcel-half-mask-respirator,Unknown,15,128,Feels fragile,RR,
Air Light,stealth,One Size,High,Half,2.75,2.75,4.25,4.25,1.0625,4,4,5.25,5.25,2,2.2,N,N,N,P99,,,Unknown,20,,This is essentially a disposable respirator,RR,
Stealth,Trend,S/M,Medium,Half,2.5,2.5,4.5,4.5,1.2,3.75,3.75,5.25,5.25,0.9,1.5,N,N,N,N100,TPE - latex and silicone free,https://www.amazon.com/dp/B0784Z8P3D?,No Latex,13,139,,RR,
Stealth,Trend,M/L,Medium,Half,2.5,2.5,4.5,4.5,1.125,4,4,5.5,5.5,1.5,2.2,N,N,N,N100,TPE - latex and silicone free,https://www.amazon.com/dp/B0784Z8P3D?,No Latex,13,152,,RR,
XLR,Lincoln,Small,,Half,,,,,,,,,,,,Y,,N,,,,,36,,On Order,,
8003,Moldex,Large,,Half,,,,,,,,,,,,Y,Y,N,Many,,,,50,,,,
